qstr_{reg61}.0{reg62}|{reg61}.0{reg62}{***}
qstr_Start_Game|Start Game{***}
qstr_Find_the_Lady|Find the Lady{***}
qstr_You_win!_Try_again?|You win! Try again?{***}
qstr_You_lose._Try_again?|You lose. Try again?{***}
qstr_Yes|Yes{***}
qstr_No|No{***}
qstr_You_learn_your_new_f|You learn your new faith quickly and you are taught to recite the Seven Pointed Star - the holy text of the Faith of The Seven - After a week, you are indicted into your new religion.^^ This will require you to stay a week at the septry. Do you still want to covert your religion?{***}
qstr_Yes.|Yes.{***}
qstr_No.|No.{***}
qstr_Back_to_Siege|Back to Siege{***}
qstr_Your_Siege_Camp|Your Siege Camp{***}
qstr_You_are_besieging_th|You are besieging the enemy.^Here you can manage your camp's resources.{***}
qstr_Send_Foragers:|Send Foragers:{***}
qstr_^Send_men_to_forage_|^Send men to forage nearby. They return with extra food every half day.{***}
qstr_Forty_men_are_needed|Forty men are needed.{***}
qstr_Fortify_Camp:|Fortify Camp:{***}
qstr_^Fortify_your_camp_w|^Fortify your camp with basic defences. The men engaged in this difficult work will need a reward of 200 stags, or you could face troubles.{***}
qstr_Sixty_men_are_needed|Sixty men are needed.{***}
qstr_Troop_Tree|Troop Tree{***}
qstr_Recruit_Prisoners|Recruit Prisoners{***}
qstr_Visit_Camp|Visit Camp{***}
qstr_No_one_is_interested|No one is interested this time.{***}
qstr_Resume_Travelling|Resume Travelling{***}
qstr_Your_Sea_Camp|Your Sea Camp{***}
qstr_The_ship_is_at_the_m|The ship is at the mercy of the wind when you stop to rest.^Here you can manage your camp's resources.{***}
qstr_Calm^^The_sails_like|Calm^^The sails, like the sea, are flat.{***}
qstr_Light_breeze^^On_the|Light breeze^^On the sea, you notice some small wavelets.^The sails swell a little.{***}
qstr_Moderate_breeze^^Sma|Moderate breeze^^Small waves with breaking crests are rolling on the sea.^The sails fill with wind.{***}
qstr_Strong_breeze^^Moder|Strong breeze^^Moderate waves begin to form larger ones.^The sails are swollen tight and will need to be reefed soon.{***}
qstr_High_wind^^There_are|High wind^^There are many breaking waves visible. The sails are reefed.^There is some chance now that ships will be damaged.{***}
qstr_Gale^^The_sea_is_vio|Gale^^The sea is violent. The sails are almost completely reefed.^There is a high risk of a damaged hull.{***}
qstr_Storm^^The_waves_tos|Storm^^The waves toss about the ships, which threaten to capsize.{***}
qstr_Number_of_sailors:|Number of sailors:{***}
qstr_Speed_from_sailors:|Speed from sailors:{***}
qstr_{reg6}%|{reg6}%{***}
qstr_Fleet|Fleet{***}
qstr_Second_Outfit|Second Outfit{***}
qstr_Read_Book|Read Book{***}
qstr_Retire|Retire{***}
qstr_Options|Options{***}
qstr_Check_Location|Check Location{***}
qstr_You_cannot_read._You|You cannot read. You can learn to do so at a citadel.{***}
qstr_Accept|Accept{***}
qstr_Dismiss_Staff|Dismiss Staff{***}
qstr_Recruit_staff_for_yo|Recruit staff for your settlement:{***}
qstr_^Hiring_staff_has_bo|^Hiring staff has both initial and continuing costs. A good reputation and an impressive settlement will attract a greater variety of candidates.{***}
qstr_Description:|Description:{***}
qstr_Captain:|Captain:{***}
qstr_Religious_Figure:|Religious Figure:{***}
qstr_Bard:|Bard:{***}
qstr_Bottler:|Bottler:{***}
qstr_Whore:|Whore:{***}
qstr_Master_at_Arms:|Master at Arms:{***}
qstr_Smith:|Smith:{***}
qstr_Armourer:|Armourer:{***}
qstr_Maester:|Maester:{***}
qstr_Cook:|Cook:{***}
qstr_Captain_Yoren|Captain Yoren{***}
qstr_Dismiss/No_Captain|Dismiss/No Captain{***}
qstr_Septon|Septon{***}
qstr_Old_Gods_Priest|Old Gods Priest{***}
qstr_Red_Priest|Red Priest{***}
qstr_Drowned_Priest|Drowned Priest{***}
qstr_Dismiss/No_Priest|Dismiss/No Priest{***}
qstr_No_bard_wants_to_ser|No bard wants to serve you.{***}
qstr_Bard|Bard{***}
qstr_Dismiss/No_Bard|Dismiss/No Bard{***}
qstr_Alfred|Alfred{***}
qstr_Dismiss/No_Bottler|Dismiss/No Bottler{***}
qstr_No_whore_s_are_avail|No whore's are available.{***}
qstr_Marei|Marei{***}
qstr_Genna|Genna{***}
qstr_Kayla|Kayla{***}
qstr_Rosa|Rosa{***}
qstr_Dismiss/No_Whore|Dismiss/No Whore{***}
qstr_Master_at_Arms|Master at Arms{***}
qstr_Dismiss/No_Master_at|Dismiss/No Master at arms{***}
qstr_Gunthred|Gunthred{***}
qstr_Dismiss/No_Smith|Dismiss/No Smith{***}
qstr_Gregor|Gregor{***}
qstr_Dismiss/No_Armourer|Dismiss/No Armourer{***}
qstr_No_maesters_are_avai|No maesters are available.{***}
qstr_Jaqen|Jaqen{***}
qstr_Daario|Daario{***}
qstr_Melwyn|Melwyn{***}
qstr_Janos|Janos{***}
qstr_Dismiss/No_Maester|Dismiss/No Maester{***}
qstr_Alliser|Alliser{***}
qstr_Dismiss/No_Cook|Dismiss/No Cook{***}
qstr_{s10}|{s10}{***}
qstr_You_do_not_have_enou|You do not have enough money to increase your staff by this amount. Please reduce the number of people to hire!{***}
qstr_More|More{***}
qstr_Campaign_Type|Campaign Type{***}
qstr_ROYAL_SANDBOX_CAMPAI|ROYAL SANDBOX CAMPAIGN{***}
qstr_LORDLY_SANDBOX_CAMPA|LORDLY SANDBOX CAMPAIGN{***}
qstr_STATIC_WARS_CAMPAIGN|STATIC WARS CAMPAIGN{***}
qstr_SANDBOX_CAMPAIGN|SANDBOX CAMPAIGN{***}
qstr_Difficulty_Type|Difficulty Type{***}
qstr_Impossible|Impossible{***}
qstr_Full_Realism|Full Realism{***}
qstr_These_options_can_be|These options can be changed later in the camp menu.{***}
qstr_Reduced_to_1/4__Easi|Reduced to 1/4 (Easiest){***}
qstr_Reduced_to_1/2__Easy|Reduced to 1/2 (Easy){***}
qstr_Reduced_to_1/2__Easi|Reduced to 1/2 (Easiest){***}
qstr_Reduced_to_3/4__Easy|Reduced to 3/4 (Easy){***}
qstr_Reduced_to_1/4__Hard|Reduced to 1/4 (Hardest){***}
qstr_Reduced_to_1/2__Hard|Reduced to 1/2 (Hard){***}
qstr_Increased_to_3x_dama|Increased to 3x damage (Hardest){***}
qstr_Increased_to_2x_dama|Increased to 2x damage (Hard){***}
qstr_Slowest|Slowest{***}
qstr_Slower|Slower{***}
qstr_Faster|Faster{***}
qstr_Fastest|Fastest{***}
qstr_Warning:_The__{s1}__|Warning: The '{s1}' and '{s2}' options for this setting can't be disabled any more after you click '{s3}.'{***}
qstr_Choose_a_campaign_ty|Choose a campaign type!{***}
qstr_Static_Wars_Campaign|Static Wars Campaign: Westerosi factions will be locked in diplomacy according to the Wars of the Five Kings.^^Sandbox Campaign: The same as above but all factions (except the Nights Watch) are free to declare war and peace as they choose. Much like normal Warband..{***}
qstr_Choose_a_difficulty_|Choose a difficulty type!{***}
qstr_Stamina_is_calculate|Stamina is calculated from Health and Athletic skills and affects physical endurance during battle. When a character's stamina is exhausted, he or she won't be able to run and his or her weapons' damage will be halved.^^{s8}{***}
qstr_Your_skill_points_wi|Your skill points will deteriorate when you equip heavy armour. This skill brings better balance to the game, as light troops become more important. Other equipment may have positive effect on skills.^^{s8}{***}
qstr_Your_army_needs_regu|Your army needs regular rest at an inn, your camp site or a settlement from time to time. Lack of rest will lower your troops morale, while resting will improve it.{***}
qstr_Your_enemies_will_ca|Your enemies will cause double damage while you cause only half.{***}
qstr_Add_decapitation_to_|Add decapitation to battles.{***}
qstr_Disable_the_3D_view_|Disable the 3D view in settlement/village menus to improve the loading time for slower machines.{***}
qstr_Attack_while_holding|Attack while holding your shield (default: hold Right Mouse Button + Left Mouse Button). The short delay is meant to keep the player from mistakenly executing a shield bash during normal fighting.^^The AI will also be able to use this ability.{***}
qstr_The_divisions_of_the|The divisions of the player's army will not adopt the formations of shield wall, wedge, or square. Moreover, the F4 menu that contains these selections will no longer appear.^^The default ranks formations will always be adopted when the player closes ranks beyond the point needed to make a shoulder-to-shoulder line.{***}
qstr_When_multiple_divisi|When multiple divisions are placed, they will set up to face the centre of the enemy forces. Without this option, they will set up along the facing that the player has when he/she places them, although individual divisions will still turn to face the enemy.^^For example, with the option OFF and the player facing AWAY from the attacker, infantry will set up on the RIGHT flank rather than the LEFT.{***}
qstr_The_army_opposing_th|The army opposing the player never takes a defensive position at the back of the map, but will always charge the armies of the player and his/her allies.{***}
qstr_Turning_this_on_allo|Turning this on allows your character to perform a warcry animation when telling your troops to charge.{***}
qstr_Turning_this_on_allow|Turning this on allows you to see the distance your projectile has travelled.{***}
qstr_Set_how_much_damage_|Set how much damage is done to your character.{***}
qstr_Set_how_much_damage_i|Set how much damage is done to your army.{***}
qstr_Set_how_much_damage_is|Set how much damage is done to all lords and companions (heroes).{***}
qstr_Set_how_much_damage_is_|Set how much damage is dealt from all lords and companions (heroes).{***}
qstr_Set_how_well_troops_|Set how well troops fight. They fight worst at Beginner level.{***}
qstr_Campaign_AI_affects_|Campaign AI affects many aspects of the game, like:^- size of bandit parties^- renown loss in battles^- chance of recruiting lords^- taxes^- how lords get reinforcements^- how lords respond to the player's requests{***}
qstr_Set_the_running_spee|Set the running speed of troops in battle.^^{s8}{***}
qstr_{s2}_{reg0}|{s2} {reg0}{***}
qstr_Wounded_troops_take_|Wounded troops take damage from blood loss.^^{s8}{***}
qstr_The_player_will_have|The player will have bodyguards in certain locations.^^{s8}{***}
qstr_You_can_turn_off_the|You can turn off the invading White Walker armies. Be warned: White Walkers and Wights can only be killed with certain weapons. Novice players or cowards should probably have this turned off.{***}
qstr_Sets_the_player_as_c|Sets the player as commander of the chosen division. This division will set up immediately left and behind the player on Hold and Follow commands (Wedge will put player on the point). Consider it for bodyguard divisions.{***}
qstr_Your_player_has_the_|Your player has the chance of falling backwards in battles. This enables a realistic way to overcome the walking backwards exploit.^^{s8}{***}
qstr_{s3}^^{s4}|{s3}^^{s4}{***}
qstr_Your_Kingdom|Your Kingdom{***}
qstr_Name_^{playername}|Name ^{playername}{***}
qstr_Renown:|Renown:{***}
qstr_Reputation:|Reputation:{***}
qstr_Right_to_Rule:|Right to Rule:{***}
qstr_Money:|Money:{***}
qstr_Religion:|Religion:{***}
qstr_Atheist|Atheist{***}
qstr_Old_Gods_of_the_Fore|Old Gods of the Forest{***}
qstr_R_hllor|R'hllor{***}
qstr_The_Faith_of_the_Sev|The Faith of the Seven{***}
qstr_The_Drowned_God|The Drowned God{***}
qstr_Can_read:|Can read:{***}
qstr_Reading:|Reading:{***}
qstr_No_books.|No books.{***}
qstr_Trait:|Trait:{***}
qstr_Natural_Leader__Pres|Natural Leader (Press Key U in battle){***}
qstr_Warrior__Press_Key_B|Warrior (Press Key B in battle){***}
qstr_Scars:|Scars:{***}
qstr_Wounds:|Wounds:{***}
qstr_Enemies_Killed:|Enemies Killed:{***}
qstr_Enemies_Wounded:|Enemies Wounded:{***}
qstr_Allies_Killed:|Allies Killed:{***}
qstr_Allies_Wounded:|Allies Wounded:{***}
qstr_Story|Story{***}
qstr_Attributes/Skills|Attributes/Skills{***}
qstr_Wounds|Wounds{***}
qstr_Quest|Quest{***}
qstr_Party|Party{***}
qstr_Relations|Relations{***}
qstr_Budget|Budget{***}
qstr_Statistics|Statistics{***}
qstr_Companions|Companions{***}
qstr_Factions|Factions{***}
qstr_Known_Lords|Known Lords{***}
qstr_Courtship|Courtship{***}
qstr_Ships|Ships{***}
qstr_Level:_{reg4}_^Days_|Level: {reg4} ^Days of Adventuring: {reg5}.{***}
qstr_Settlements_Owned_by|Settlements Owned by You: {reg0}{***}
qstr_Hostile_Lords:_{reg0|Hostile Lords: {reg0}{***}
qstr_Inventory:_{reg0}_st|Inventory: {reg0} stags{***}
qstr_You_need_to_be_the_r|You need to be the ruler of your faction in order to access your kingdom control panel.{***}
qstr_^^^^Wounds_Informati|^^^^Wounds Information:^^{s3}^^----------^^{s4}^^----------^^{s5}^^----------^^{s6}{***}
qstr_Kingdom_Report|Kingdom Report{***}
qstr_{reg59?Queen:King}:|{reg59?Queen:King}:{***}
qstr_{reg59?Queen:King}_s|{reg59?Queen:King}'s Towns:{***}
qstr_{reg59?Queen:King}_s_|{reg59?Queen:King}'s Castles:{***}
qstr_{reg59?Queen:King}_s_V|{reg59?Queen:King}'s Villages:{***}
qstr_Lords:|Lords:{***}
qstr_Caravans:|Caravans:{***}
qstr_Kingdom_Towns:|Kingdom Towns:{***}
qstr_Kingdom_Castles:|Kingdom Castles:{***}
qstr_Kingdom_Villages:|Kingdom Villages:{***}
qstr_Places_without_Lord:|Places without Lord:{***}
qstr_Prisoner_Lords:|Prisoner Lords:{***}
qstr_Minister:|Minister:{***}
qstr_Tax_Enforcement:|Tax Enforcement:{***}
qstr_No__tax_revenue_lowe|No (tax revenue lower){***}
qstr_{reg59?Queen:King}_s_A|{reg59?Queen:King}'s Army Size:{***}
qstr_Royal_Decree|Royal Decree{***}
qstr_Summary|Summary{***}
qstr_Lords|Lords{***}
qstr_Diplomacy|Diplomacy{***}
qstr_Armies|Armies{***}
qstr_Centers|Centers{***}
qstr_Rename|Rename{***}
qstr_Map_Colour|Map Colour{***}
qstr_Make_a_Royal_Decree:|Make a Royal Decree:^^Changing orders will take a few hours,^as messengers need time to reach your vassals.^Once you select your order click DONE for confirmation.{***}
qstr_Gather_Our_Forces|Gather Our Forces{***}
qstr_Defend_the_Kingdom|Defend the Kingdom{***}
qstr_Current_decree:_{s4}|Current decree: {s4}{***}
qstr_You_order_the_lords_|You order the lords to present themselves with their household armies.{***}
qstr_You_order_the_kingdo|You order the kingdom to be defended.{***}
qstr_You_cannot_do_this_n|You cannot do this now.{***}
qstr_Choose_a_colour_for_|Choose a colour for your kingdom!{***}
qstr_Green|Green{***}
qstr_Blue|Blue{***}
qstr_{reg11}_{reg12}_{reg|{reg11}, {reg12}, {reg13}{***}
qstr_Your_Camp|Your Camp{***}
qstr_You_stop_to_rest.^He|You stop to rest.^Here you can manage your camp's resources.{***}
qstr_Send_Scouts:|Send Scouts:{***}
qstr_^Sending_scouts_ahea|^Sending scouts ahead of the army will increase your chances of spotting enemies. However, these men always move very exposed, so their life expectancy is low.{***}
qstr_Thirty_men_are_neede|Thirty men are needed.{***}
qstr_^Send_men_to_forage_a|^Send men to forage as your army travels. They return with extra food every half day.{***}
qstr_Twenty_men_are_neede|Twenty men are needed.{***}
qstr_^Fortify_your_camp_wi|^Fortify your camp with basic defences. The men engaged in this difficult work will need a reward of 200 silver stags, or you could find yourself in trouble.{***}
qstr_Your_Settlement|Your Settlement{***}
qstr_Wait_Here|Wait Here{***}
qstr_Visit_your_Camp|Visit your Camp{***}
qstr_You_cannot_build_you|You cannot build your settlement so close to another settlement.{***}
qstr_You_are_too_close_to|You are too close to a settlement to camp.{***}
qstr_Your_army_morale_is_|Your army morale is low!{***}
qstr_{reg1}_{reg2}|{reg1}, {reg2}{***}
qstr_From_Troop:_|From Troop: {***}
qstr__Click_on_a_unit_for|(Click on a unit for details){***}
qstr_fort|fort{***}
qstr_Infiltration|Infiltration{***}
qstr_A_good_way_to_hasten|A good way to hasten the fall of the {s2} is to infiltrate it with a group of men to damage the defences, food stores, water supplies or loyalty of the defenders. It is a difficult and risky manoeuvre, almost suicidal. Those you send in have low chances of returning, but if successful, they could cause great damage to the enemy. They need 600 stags for their troubles. What type of sabotage would you like them to cause?{***}
qstr_Poison_the_{s2}_s_wa|Poison the {s2}'s water.{***}
qstr_Kill_the_{s2}_s_live|Kill the {s2}'s livestock.{***}
qstr_Burn_the_{s2}_s_food|Burn the {s2}'s food.{***}
qstr_Subvert_the_defender|Subvert the defenders.{***}
qstr_A_group_of_chosen_me|A group of chosen men will be sent to poison the water supplies.{***}
qstr_A_group_of_chosen_men|A group of chosen men will be sent to kill the cattle.{***}
qstr_A_group_of_chosen_men_|A group of chosen men will be sent to burn the granaries.{***}
qstr_A_group_of_chosen_men_w|A group of chosen men will be sent to subvert the defenders.{***}
qstr_You_do_not_have_the_|You do not have the 600 stags to pay for this mission.{***}
qstr_{s1}_of_the_{s2}|{s1} of the {s2}{***}
qstr_Send|Send{***}
qstr_You_are_sending_a_ra|You are sending a raven.^You can do three kinds of things with a raven: give Orders, change Relations and make Diplomacy.{***}
qstr_Message_Type:|Message Type:{***}
qstr_Select_a_Place_for_y|Select a Place for your orders:{***}
qstr_>>_Orders:^_You_cann|>> Orders:^ You cannot give orders to a lord who doesn't belong to your kingdom.{***}
qstr_Orders:_None.|Orders: None.{***}
qstr_Orders:_Meet_and_Fol|Orders: Meet and Follow You.{***}
qstr_Orders:_Go_to_a_Plac|Orders: Go to a Place.{***}
qstr_Orders:_Patrol_an_Ar|Orders: Patrol an Area.{***}
qstr_Orders:_Besiege_a_Pl|Orders: Besiege a Place.{***}
qstr_>>_Relations:^This_l|>> Relations:^This lord belongs to your kingdom.{***}
qstr_Relations:_None.|Relations: None.{***}
qstr_Relations:_Insult_an|Relations: Insult and Provoke.{***}
qstr_Relations:_Send_a_Gi|Relations: Send a Gift.{***}
qstr_>>Diplomacy:^It_is_o|>>Diplomacy:^It is only possible to negotiate between faction leaders.^You aren't a king.{***}
qstr_>>Diplomacy:^It_is_on|>>Diplomacy:^It is only possible to negotiate between faction leaders.^{s1} isn't a king.{***}
qstr_Diplomacy:_None.|Diplomacy: None.{***}
qstr_Diplomacy:_Suggest_a|Diplomacy: Suggest an Alliance.{***}
qstr_Diplomacy:_Suggest_P|Diplomacy: Suggest Peace.{***}
qstr_Diplomacy:_Declare_W|Diplomacy: Declare War.{***}
qstr_You_want_to_order_{s|You want to order {s9} to meet and follow you.{***}
qstr_You_want_to_order_{s9|You want to order {s9} to go to...{***}
qstr_You_want_to_order_{s9}|You want to order {s9} to patrol around....{***}
qstr_You_want_to_order_{s9}_|You want to order {s9} to besiege...{***}
qstr_You_want_to_send_a_m|You want to send a message to insult and provoke {s9}. Perhaps this will make him attack you.{***}
qstr_You_want_to_send_a_g|You want to send a gift of rings, bracelets and other jewellery valued at 2000 stags to {s9}, with the intention of improving your relationship.{***}
qstr_You_want_to_invite_{|You want to invite {s9} to make an alliance with you.{***}
qstr_You_want_to_make_pea|You want to make peace with {s9}.{***}
qstr_You_want_to_declare_|You want to declare war on {s9}. Remember that declaring a war without bad relations can cause other realms discomfort with and mistrust of you, especially if your kingdom has a truce or alliance with the other kingdom.{***}
qstr_No_message_chosen.|No message chosen.{***}
qstr_>_You_are_sending_a_|> You are sending a raven to {s9}^^> Distance: {reg2} km.^^> Messenger services will cost {reg3} stags.^^^> {s10}{***}
qstr_You_have_not_chosen_|You have not chosen a message to send.{***}
qstr_This_place_is_alread|This place is already besieged by another realm.{***}
qstr_You_have_good_relati|You have good relations with this kingdom. Your lord won't attack it.{***}
qstr_You_re_already_at_pe|You're already at peace with this kingdom. It isn't necessary to send a raven.{***}
qstr_You_need_to_improve_|You need to improve your relationship with this kingdom before proposing an alliance.{***}
qstr_You_already_have_an_|You already have an alliance with this kingdom. Wait until the current alliance finishes before you send your petition.{***}
